[기초생활보장] 생계급여 선정 기준은 중위소득 32% 이하이나 부양의무자 기준 충족 필요. (사용자: 부모님 소득 높음),"본인의 소득은 적지만, 부모님의 소득과 재산이 일정 기준을 넘어서 생계급여를 받기 어려워요.","부모님 재산을 안 보는 '주거급여'나 '교육급여'는 신청할 수 있으니, 이 두 가지를 먼저 신청해 보세요!"
[국민취업지원제도] 구직자로서 신청일 기준 최근 6개월간 취업한 사실이 없어야 함. (사용자: 지난달 퇴사),아직 직장을 그만두신 지 6개월이 지나지 않아서 지금 당장은 취업지원제도를 신청할 수 없어요.,"퇴사하신 지 얼마 안 되셨으니, 우선 '실업급여(구직급여)'를 받을 수 있는지 관할 고용센터에 확인해 보시는 게 가장 좋아요!"
"[에너지바우처] 세대원 특성기준(노인, 영유아, 장애인, 임산부 등)을 충족해야 함. (사용자: 20대 건강한 1인가구)","안타깝게도 에너지 바우처는 어르신이나 영유아, 장애인, 임산부가 있는 가구만 받을 수 있어서 지원 대상이 아니에요.",대신 한국전력공사의 '에너지 캐시백' 제도를 신청해서 이번 달 전기요금을 아껴보시는 걸 추천해 드려요!
[K-패스 환급] 월 15회 이상 대중교통 이용 시 지출금액의 일정 비율을 다음 달에 환급. (사용자: 월 10회 이용),지난달에 대중교통을 15번보다 적게(10번) 이용하셔서 아쉽게도 이번 달 환급은 받으실 수 없어요.,"대중교통을 자주 안 타신다면, 횟수 조건이 없는 통신사 제휴 할인 카드나 광역알뜰교통카드로 바꿔보시는 것도 좋은 방법이에요!"
[청년창업사관학교] 단순 도소매업은 창업 지원(기술 기반) 대상에서 제외됨. (사용자: 단순 온라인 쇼핑몰 창업),준비하시는 사업이 단순 도소매업(온라인 쇼핑몰)이라서 창업사관학교의 '기술 창업 지원' 대상에는 맞지 않아요.,소상공인시장진흥공단에서 지원하는 '온라인 판로 지원 사업'이나 '청년 고용 연계 자금'을 알아보시면 큰 도움이 될 거예요!
[기초연금] 만 65세 이상이며 소득인정액이 단독가구 기준 213만 원 이하인 자. (사용자: 만 63세),아직 기초연금을 받으실 수 있는 나이(만 65세)가 되지 않으셔서 안타깝게도 신청이 어려워요.,"만 65세 생일이 속한 달의 1개월 전부터 미리 신청할 수 있으니, 내후년에 꼭 잊지 말고 다시 확인해 보세요!"
"[긴급복지지원] 주소득자의 사망, 가출, 행방불명 등으로 소득을 상실하여 생계유지가 곤란한 가구. (사용자: 단순 소득 감소)",갑작스러운 실직이나 가장의 부재 등 법에서 정한 '긴급한 위기 상황'에 해당하지 않아 지원 대상에서 제외되었어요.,대신 소득이 적은 가구를 꾸준히 지원하는 '기초생활보장제도(생계급여)' 심사 기준에 맞는지 확인해 보시는 것을 추천해 드려요.
[전세임대주택] 무주택세대구성원으로서 해당 세대의 월평균 소득이 도시근로자 가구당 월평균 소득의 50% 이하. (사용자: 부모님 소유 주택에 동거 중),"현재 부모님과 함께 살고 계신데, 부모님 명의의 집이 있어서 '무주택 가구' 조건에 맞지 않아요.","만약 취업이나 학업 때문에 따로 살고 계신다면, 부모님과 세대를 분리(전입신고)한 후 무주택 조건으로 다시 신청하실 수 있어요!"
[첫만남이용권] 2022년 1월 1일 이후 출생아로서 출생신고되어 정상적으로 주민등록번호를 부여받은 아동. (사용자: 출생신고 전),아직 예쁜 아기의 출생신고가 완료되지 않아서 바우처 지급 요건이 충족되지 않았어요.,주민센터를 방문하시거나 대법원 전자가족관계등록시스템을 통해 출생신고를 먼저 마친 후 다시 혜택을 신청해 주세요!
[국민취업지원제도] 15~69세 구직자 중 가구 단위 총재산이 4억 원 이하인 자. (사용자: 가구 재산 5억 원),가족들이 가진 재산을 모두 합친 금액이 기준(4억 원)을 넘어서 국민취업지원제도 1유형 혜택을 받기 어려워요.,재산 기준을 보지 않는 '국민취업지원제도 2유형'이나 '국민내일배움카드'를 통해 직업 훈련과 취업 지원을 받아보세요!
"[평생교육바우처] 만 19세 이상 성인 중 기초생활수급자, 차상위계층, 기준 중위소득 65% 이하인 가구. (사용자: 중위소득 80%)",가구 소득이 기준(중위소득 65% 이하)보다 조금 높으셔서 아쉽게도 이번 교육 바우처 대상에서 제외되었어요.,소득과 상관없이 누구나 양질의 대학교 강의를 무료로 들을 수 있는 온라인 교육 플랫폼 'K-MOOC(케이무크)'를 활용해 보시는 건 어떨까요?
[한부모가족지원] 지원 대상 자녀는 만 18세 미만이어야 함 (취학 시 만 22세 미만). (사용자: 자녀가 만 19세 비진학),자녀분이 만 18세를 넘었고 현재 학교에 다니고 있지 않아서 아동 양육비 지원 기준에서 벗어났어요.,대신 자녀분이 직접 혜택을 받을 수 있는 '청년 구직활동 지원금'이나 '청년내일저축계좌'를 신청할 수 있도록 안내해 드릴게요!
"[아이돌봄서비스] 양육 공백이 발생하는 맞벌이 가구, 한부모 가구 등에 우선 지원. (사용자: 전업주부 가구)",현재 부모님 중 한 분이 전업으로 아이를 돌볼 수 있는 상황이라서 맞벌이 가구 우선 지원 대상에는 해당하지 않아요.,아이를 잠시 맡겨야 할 때는 지역 주민센터에서 운영하는 '공동육아나눔터'나 '시간제 보육 서비스'를 저렴하게 이용해 보세요!
"[장애인연금] 장애인연금법상 중증장애인(기존 1급, 2급 및 3급 중복장애)에 한하여 지급. (사용자: 경증 장애)",현재 등록된 장애 정도가 '중증'에 해당하지 않으셔서 장애인 연금 지급 요건을 충족하지 못하셨어요.,중증 장애인이 아니어도 소득 조건에 따라 매달 지급받을 수 있는 '장애수당' 대상자인지 바로 확인해 보시는 게 좋아요!
[희망저축계좌] 청년내일저축계좌 등 다른 정부 지원 자산형성사업에 참여 중인 경우 중복 가입 불가. (사용자: 청년도약계좌 가입자),이미 정부에서 지원하는 다른 통장(청년도약계좌 등)에 가입되어 있어서 중복으로 혜택을 받으실 수 없어요.,"지금 유지하고 계신 통장의 만기가 끝난 이후에 새롭게 신청하시거나, 중복 가입이 가능한 일반 은행 적금을 활용해 보세요!"
[산모신생아 건강관리] 출산일로부터 60일 이내에 신청해야 하며 기한 경과 시 바우처 소멸. (사용자: 출산 후 70일 경과),신청 기한인 출산 후 60일이 지나버려서 안타깝게도 건강관리 바우처를 받으실 수 없게 되었어요.,"기한이 지나셨더라도, 살고 계신 시/군/구청에서 자체적으로 지원하는 '산후조리비 지원금'이 있는지 관할 보건소에 꼭 문의해 보세요!"
"[청년월세지원] 공공임대주택(LH, SH 등)에 거주 중인 청년은 월세 지원 대상에서 제외. (사용자: 행복주택 거주 중)","이미 나라에서 저렴하게 빌려주는 공공임대주택(행복주택 등)에 살고 계셔서, 이 월세 지원은 중복으로 받으실 수 없어요.",대신 관리비나 생활비를 아낄 수 있도록 매달 전기·가스 요금을 깎아주는 '에너지 바우처' 대상이 되는지 확인해 드릴게요!
"[근로장려금] 전년도에 근로소득, 사업소득 또는 종교인 소득이 있어야 함. (사용자: 작년 소득 없음)","작년 한 해 동안 국세청에 신고된 소득(월급, 알바비 등)이 없으셔서 장려금을 계산할 기준이 부족해요.",짧게 아르바이트를 하셨더라도 매년 5월 종합소득세 신고 기간에 소득을 꼭 신고해 두시면 다음 해에는 혜택을 받으실 수 있어요!
"[국가장학금 II유형] 대학의 적극적인 등록금 부담 완화 참여를 도모하기 위한 장학금으로, 미참여 대학 소속 학생 제외. (사용자: 미참여 대학 재학)",재학 중이신 대학교가 이번 국가장학금 II유형 사업에 참여하지 않아서 아쉽게도 장학금을 받기 어려워요.,"학교 교내 장학금 게시판을 수시로 확인하시거나, 이자가 매우 저렴한 '취업 후 상환 학자금 대출'을 이용해 보시는 걸 권해드려요!"
[보훈보상대상자] 직무수행 또는 교육훈련 중 입은 상이가 공무와 직접적인 인과관계가 부족한 경우 제외. (사용자: 훈련 외 시간 부상),"다치신 기록은 있지만, 훈련이나 공무 수행 중에 직접적으로 발생한 부상으로 인정되지 않아 보상 대상에서 제외되었어요.","일반 국민건강보험의 본인부담금 상한제를 활용하시거나, 국가유공자 요건 재심사를 통해 보훈처에 다시 한번 이의를 제기해 보실 수 있어요."
[자립준비청년 자립수당] 아동복지시설이나 위탁가정에서 만 18세 이후 보호 종료된 지 5년 이내인 청년. (사용자: 보호 종료 6년 차),"시설에서 나와 독립하신 지 5년이 넘으셔서, 자립수당을 받을 수 있는 기간이 종료되었어요.","자립수당은 끝났지만, 주거비 부담을 덜어주는 'LH 청년 전세임대주택'이나 일자리 지원 프로그램은 계속 이용하실 수 있어요!"
[희귀질환자 의료비 지원] 환자가구 및 부양의무자가구의 소득과 재산이 지원기준을 충족해야 함. (사용자: 재산 기준 초과),가족분들의 전체 재산이 지원 기준을 넘어서 의료비 지원 대상에서 제외되셨어요.,국민건강보험공단에서 지원하는 '본인부담상한제'나 '재난적 의료비 지원' 대상이 되시는지 보건소에 꼭 상담을 받아보세요!
[국민임대주택] 모집공고일 기준 무주택세대구성원이어야 함. (사용자: 배우자가 시골에 작은 주택 소유),세대원(배우자) 명의로 된 주택이 하나 있어서 '무주택 가구' 조건에 부합하지 않아요.,배우자 소유의 주택이 일정 면적이나 가액 이하의 노후 주택이라면 '무주택'으로 인정받을 수 있는 예외 조항이 있으니 SH/LH에 문의해 보세요!
[청년 전세임대주택] 본가(부모님 거주지)와 재학 중인 대학교가 같은 시(광역시 포함)에 위치한 경우 신청 불가. (사용자: 본가와 학교가 같은 서울),본가와 대학교가 같은 지역(시)에 있어서 타 지역 학생을 위한 전세임대 지원 대상에서 제외되었어요.,대신 본가와 떨어져 독립하셨다면 주소지(전입신고) 변경 후 '청년 월세 지원' 혜택을 신청해 보시는 걸 권장해 드려요!
"[아이돌봄서비스] 지원 대상 아동 연령은 생후 3개월 이상 ~ 만 12세 이하. (사용자: 자녀가 중학교 1학년, 만 13세)",자녀분이 이미 만 12세를 넘은 중학생이라서 아이돌봄서비스 지원 연령에서 벗어났어요.,대신 지역 청소년 수련관에서 방과 후 학습과 활동을 무료로 지원해 주는 '청소년 방과후 아카데미'를 이용해 보시는 건 어떨까요?
"[산재보험 요양급여] 업무상 사유에 의한 부상, 질병, 장해, 사망일 경우 지급. (사용자: 주말 개인 조기축구 중 부상)",다치신 이유가 회사 업무와 관련된 것이 아니라서 산업재해(산재) 보험 처리는 어려워요.,"개인 실비보험(실손의료보험)을 통해 치료비를 청구하시거나, 다치셔서 일을 못 하는 기간 동안 '상병수당' 시범 지역에 해당하시는지 확인해 보세요!"
[독거노인 종합지원] 주민등록상 1인 가구이면서 실제 혼자 거주하는 만 65세 이상 노인. (사용자: 실제 자녀와 동거 중),"주민등록상 혼자이시지만, 실제로는 자녀분과 함께 살고 계셔서 독거노인 지원 대상에는 포함되지 않아요.",자녀분과 함께 사시더라도 건강이 불편하시다면 '노인장기요양보험'을 신청해서 요양보호사의 방문 서비스를 받으실 수 있어요!
[장애인 활동지원] 신청일 기준 만 6세 이상 만 65세 미만의 등록 장애인. (사용자: 만 66세),나이가 만 65세를 넘으셔서 '장애인 활동지원'이 아니라 어르신을 위한 요양 제도로 전환 대상이 되셨어요.,국민건강보험공단에 '노인장기요양보험' 등급 판정을 먼저 신청해 주세요. 요양 등급을 받으시면 바로 방문 돌봄 혜택을 받으실 수 있어요!
"[한부모가족지원] 이혼, 사별 등으로 한부모인 가구이나, 사실혼 관계의 동거인이 있는 경우 제외. (사용자: 사실혼 동거인 있음)",주민등록상 한부모이시지만 현재 동거인(사실혼)이 있으셔서 한부모가족 특별 지원 대상에서 제외되었어요.,"한부모 혜택은 어렵지만, 가구원 전체의 소득이 낮다면 일반 '주거급여'나 '차상위계층' 지원은 받으실 수 있으니 소득 심사를 받아보세요!"
"[청년내일저축계좌] 신청 당시 근로 중이며, 근로 및 사업 소득이 확인되는 자. (사용자: 현재 무직상태)","이 통장은 일하면서 돈을 모으는 청년을 돕는 제도인데, 현재 소득이 발생하고 있지 않아서 가입이 어려워요.","우선 '국민취업지원제도'를 통해 구직수당을 받으면서 취업에 성공하신 뒤, 근로 소득이 생겼을 때 바로 신청해 주세요!"
[내집마련 디딤돌 대출] 대출 신청인과 배우자의 합산 총소득이 연간 6천만 원 이하. (사용자: 맞벌이 연소득 8천만 원),부부 합산 연 소득이 기준(6천만 원)을 초과하셔서 디딤돌 대출의 금리 혜택을 받기 어려워요.,소득 기준이 조금 더 넉넉한(연 7천만 원 이하) '특례보금자리론'이나 생애최초 주택구입자 대상 대출로 방향을 돌려보시는 걸 추천해요!
"[문화누리카드] 만 6세 이상 기초생활수급자 및 법정 차상위계층. (사용자: 일반 저소득층, 차상위 아님)",아직 국가에서 정한 법정 '기초생활수급자'나 '차상위계층'으로 등록되어 있지 않아서 문화누리카드를 발급받을 수 없어요.,지자체별로 일반 시민에게 제공하는 '무료 공연 관람'이나 '공공 체육시설 할인 혜택' 정보가 있는지 베네픽에서 찾아드릴게요!
[청년창업자금 대출] 중소기업창업 지원법상 창업 7년 미만인 기업. (사용자: 개업 8년 차),가게를 여신 지 7년이 넘으셔서 청년 '초기 창업' 자금 대출 대상에서 제외되었어요.,창업 기간에 상관없이 지원되는 소상공인시장진흥공단의 '일반 소상공인 정책자금'이나 지역 신용보증재단의 대출을 알아보세요!
[농업인 수당] 농업경영체 등록 후 1년 이상 경과하고 실제 농업에 종사하는 자. (사용자: 귀농 6개월 차),농업경영체로 등록하신 지 아직 1년이 지나지 않아서 이번 연도 농업인 수당은 아쉽게도 받으실 수 없어요.,내년에 1년이 채워지면 꼭 신청해 주세요! 당장 지원이 필요하시다면 지자체의 '초기 귀농 정착금' 제도가 있는지 확인해 보세요.
[국가유공자 유족 연금] 법률에 따라 보상금은 선순위 유족 1명에게만 지급됨. (사용자: 차순위 자녀),유족 연금은 가장 우선순위인 분(보통 배우자나 장남 등) 한 분에게만 지급되어서 자녀분께 따로 지급되지는 않아요.,"어머님(배우자) 등 선순위 유족분께서 연금을 정상적으로 수령하고 계신지 확인해 보시고, 국가유공자 유족 대상 취업 가산점 혜택은 본인도 받으실 수 있으니 꼭 챙기세요!"
[결혼이민자 취업지원] 한국어능력시험(TOPIK) 일정 급수 이상 소지자 우대 및 요건 충족. (사용자: 한국어 자격증 없음),취업 연계를 위해 필요한 한국어능력시험(TOPIK) 자격증이 아직 없으셔서 당장 취업 프로그램에 매칭되기 어려워요.,가까운 다문화가족지원센터에서 무료로 진행하는 '한국어 교실'을 먼저 수강하시면서 천천히 취업을 준비해 보시는 걸 강력히 추천해요!
[저소득층 기저귀/분유 지원] 영아(생후 0~24개월)를 양육하는 가구에 바우처 지급. (사용자: 자녀 30개월),자녀분이 이미 생후 24개월(두 돌)을 넘어서 기저귀 및 분유 바우처 지원 기간이 모두 끝났어요.,대신 어린이집이나 유치원에 다니기 시작하면 '유아학비(누리과정)'나 '보육료 지원'을 전액 받을 수 있으니 다음 단계 혜택을 바로 챙겨보세요!
[실업급여] 이직일 이전 18개월간 고용보험 가입기간(피보험단위기간)이 180일 이상일 것. (사용자: 3개월 근무 후 퇴사),최근 18개월 동안 고용보험에 가입되어 일하신 기간이 180일(약 6개월)이 안 되어서 실업급여 요건을 채우지 못하셨어요.,"실업급여는 어렵지만, 고용보험 가입 기간을 보지 않는 '국민취업지원제도(1유형)'를 신청하시면 최대 300만 원의 구직촉진수당을 받으실 수 있어요!"
[청년내일채움공제] 정규직 채용일로부터 6개월 이내에 청년과 기업이 공동으로 청약 가입. (사용자: 입사 8개월 차),가입할 수 있는 기한인 '정규직 채용 후 6개월'이 지나버려서 아쉽게도 내일채움공제에 가입할 수 없어요.,지금 거주하시거나 근무하시는 지자체(시/도)에서 별도로 운영하는 '재직 청년 복지포인트'나 '저축 지원금' 제도가 있는지 확인해서 알려드릴게요!
"[전기요금 복지할인] 3자녀 이상 다자녀 가구, 기초생활수급자 등 자격 요건 충족 필수. (사용자: 자녀 2명 일반가구)","자녀가 3명 이상이거나 수급자 조건에 맞아야 요금이 할인되는데, 자녀가 2명이셔서 다자녀 전기요금 할인 혜택은 받기 어려워요.","최근 일부 지역에서는 '자녀 2명'부터 다자녀 혜택을 주는 곳도 늘어나고 있으니, 다둥이 행복카드 같은 지역별 혜택을 챙겨보세요!"
[장애수당] 국민기초생활보장 수급자 및 차상위계층에 해당하는 경증 장애인. (사용자: 기준 중위소득 100%),"장애 등급 요건은 맞지만, 소득이 일반적인 수준(중위소득 100%)이라서 저소득층을 위한 장애수당은 지원 대상이 아니에요.","소득과 상관없이 장애인 통행료 할인, 공영주차장 할인 등 실생활에서 바로 쓸 수 있는 복지 카드 혜택은 꼼꼼히 챙겨서 이용해 주세요!"
